id_cliente,nombre,apellido,email,telefono,direccion,ciudad,pais,fecha_registro,segmento,id_producto,categoria,precio,costo,stock,proveedor,fecha_ingreso,activo,rating,id_venta,fecha,cantidad,precio_unitario,descuento,impuestos,metodo_pago,vendedor,total
132.0,,,,,,,,,,858.0,,,,,,,,0.0,70.0,2025-07-13T15:33:46,6.0,180.95,0.22,0.05,Efectivo,Yésica Carbajo,889.19
390.0,,,,,,,,,,100.0,,,,,,,,0.0,71.0,2025-01-29T18:10:55,7.0,179.12,0.11,0.1,Transferencia,Amor Manzanares Manso,1227.51
254.0,,,,,,,,,,241.0,,,,,,,,0.0,72.0,2024-11-11T19:03:40,5.0,300.34,0.27,0.06,Efectivo,Natividad Sosa,1162.02
118.0,,,,,,,,,,346.0,,,,,,,,0.0,73.0,2025-07-24T14:38:32,3.0,19.66,0.1,0.12,Cripto,Guiomar Saavedra Escribano,59.45
582.0,,,,,,,,,,528.0,,,,,,,,0.0,74.0,2025-09-19T16:51:34,7.0,140.64,0.21,0.14,Efectivo,Calixta Lorenza Mercader Alberdi,886.62
387.0,,,,,,,,,,585.0,,,,,,,,0.0,75.0,2025-04-02T04:06:37,7.0,167.99,0.03,0.12,Transferencia,Araceli Griselda Pozuelo Río,1277.53
345.0,,,,,,,,,,509.0,,,,,,,,0.0,76.0,2025-01-03T23:13:14,9.0,407.61,0.2,0.07,Efectivo,Antonio Blanco Camps,3140.23
373.0,,,,,,,,,,993.0,,,,,,,,0.0,77.0,2025-09-29T07:09:49,7.0,108.86,0.19,0.2,Tarjeta,Alba Valderrama Roldán,740.68
861.0,,,,,,,,,,871.0,,,,,,,,0.0,78.0,2025-03-04T21:21:49,9.0,114.9,0.08,0.09,Cripto,Trini Farré Arroyo,1037.0
824.0,,,,,,,,,,232.0,,,,,,,,0.0,79.0,2025-07-12T00:03:06,10.0,374.02,0.03,0.18,Tarjeta,Apolonia Belda Vicens,4281.03
607.0,,,,,,,,,,345.0,,,,,,,,0.0,80.0,2025-08-22T10:43:49,5.0,42.96,0.24,0.12,Transferencia,Florina Peñalver Valls,182.84
356.0,,,,,,,,,,815.0,,,,,,,,0.0,81.0,2025-08-21T09:10:33,2.0,329.25,0.09,0.17,Cripto,Mercedes Diaz Noguera,701.1
680.0,,,,,,,,,,553.0,,,,,,,,0.0,82.0,2025-05-29T17:37:53,6.0,108.04,0.12,0.14,Cripto,Vilma Huguet Lobato,650.31
688.0,,,,,,,,,,782.0,,,,,,,,0.0,83.0,2024-11-23T02:25:20,9.0,98.49,0.01,0.16,Transferencia,Camila de Perez,1017.95
591.0,,,,,,,,,,512.0,,,,,,,,0.0,84.0,2025-10-07T21:17:12,4.0,333.8,0.25,0.19,Efectivo,Alejandro Prats Carrasco,1191.67
960.0,,,,,,,,,,654.0,,,,,,,,0.0,85.0,2025-01-22T06:46:52,9.0,406.38,0.26,0.19,Tarjeta,Josefina Garzón Mesa,3220.72
535.0,,,,,,,,,,206.0,,,,,,,,0.0,86.0,2025-07-29T01:48:28,6.0,236.62,0.07,0.16,Efectivo,Maristela Soriano Espinosa,1531.59
865.0,,,,,,,,,,446.0,,,,,,,,0.0,87.0,2025-08-28T03:47:41,7.0,166.14,0.25,0.06,Transferencia,Fidel Baquero Llopis,924.57
867.0,,,,,,,,,,423.0,,,,,,,,0.0,88.0,2024-11-20T19:40:57,5.0,413.62,0.19,0.09,Transferencia,Dionisio de Lobato,1825.93
416.0,,,,,,,,,,245.0,,,,,,,,0.0,89.0,2024-11-29T13:28:52,2.0,83.48,0.01,0.17,Efectivo,Amancio Salamanca Esparza,193.39
476.0,,,,,,,,,,498.0,,,,,,,,0.0,90.0,2025-06-15T15:55:37,9.0,495.73,0.13,0.19,Transferencia,Faustino Ayala-Andres,4619.06
164.0,,,,,,,,,,280.0,,,,,,,,0.0,91.0,2024-11-03T14:31:26,3.0,24.28,0.24,0.09,Transferencia,Xiomara Camacho Dominguez,60.34
660.0,,,,,,,,,,873.0,,,,,,,,0.0,92.0,2025-07-21T18:20:57,1.0,482.26,0.15,0.05,Tarjeta,Fanny Plana,430.42
322.0,,,,,,,,,,617.0,,,,,,,,0.0,93.0,2025-03-11T13:42:17,5.0,434.91,0.27,0.11,Efectivo,Brunilda Peláez Castelló,1762.04
688.0,,,,,,,,,,674.0,,,,,,,,0.0,94.0,2025-05-10T12:24:43,2.0,204.48,0.25,0.18,Transferencia,Matías Goyo Hervia Gárate,361.93
115.0,,,,,,,,,,585.0,,,,,,,,0.0,95.0,2024-12-10T14:36:00,9.0,467.14,0.16,0.17,Efectivo,María Cristina Felisa Romeu Méndez,4131.95
509.0,,,,,,,,,,906.0,,,,,,,,0.0,96.0,2025-07-20T09:40:15,2.0,126.66,0.04,0.17,Efectivo,Venceslás Peral Talavera,284.53
853.0,,,,,,,,,,599.0,,,,,,,,0.0,97.0,2025-07-17T14:09:28,7.0,404.86,0.22,0.19,Transferencia,Ani Macarena Raya Verdú,2630.54
148.0,,,,,,,,,,110.0,,,,,,,,0.0,98.0,2025-01-22T21:29:03,3.0,114.91,0.08,0.11,Tarjeta,Santiago Guerra Piquer,352.04
503.0,,,,,,,,,,547.0,,,,,,,,0.0,99.0,2025-05-30T14:42:12,6.0,352.81,0.03,0.13,Cripto,Etelvina Domingo Fiol,2320.29
700.0,,,,,,,,,,253.0,,,,,,,,0.0,100.0,2025-05-16T09:49:28,5.0,440.92,0.28,0.1,Efectivo,Jenaro Vives Cornejo,1746.04
842.0,,,,,,,,,,316.0,,,,,,,,0.0,101.0,2025-02-11T13:31:31,1.0,326.24,0.27,0.06,Tarjeta,Guillermo Quesada-Díaz,252.44
708.0,,,,,,,,,,940.0,,,,,,,,0.0,102.0,2025-08-26T11:51:38,4.0,133.96,0.12,0.15,Efectivo,Loreto Mesa,542.27
925.0,,,,,,,,,,832.0,,,,,,,,0.0,103.0,2025-01-16T19:35:40,2.0,272.11,0.07,0.12,Tarjeta,Jose Ignacio Tamarit Nevado,566.86
932.0,,,,,,,,,,984.0,,,,,,,,0.0,104.0,2025-02-14T13:32:35,7.0,464.48,0.28,0.1,Transferencia,Cecilia Maza Martí,2575.08
305.0,,,,,,,,,,216.0,,,,,,,,0.0,105.0,2025-05-08T21:01:55,3.0,458.79,0.19,0.18,Cripto,Eduardo Asensio Carlos,1315.53
809.0,,,,,,,,,,35.0,,,,,,,,0.0,106.0,2025-07-16T10:30:29,5.0,434.56,0.25,0.19,Cripto,María Ángeles María Belén Torrecilla Casal,1939.22
755.0,,,,,,,,,,423.0,,,,,,,,0.0,107.0,2024-11-26T03:04:22,6.0,361.52,0.26,0.17,Transferencia,Domingo Pulido Martinez,1878.02
716.0,,,,,,,,,,268.0,,,,,,,,0.0,108.0,2024-12-10T14:45:31,9.0,42.52,0.13,0.16,Efectivo,Pánfilo Correa Abascal,386.2
465.0,,,,,,,,,,712.0,,,,,,,,0.0,109.0,2025-05-03T04:45:12,1.0,383.37,0.19,0.08,Cripto,Zacarías Pont Villar,335.37
811.0,,,,,,,,,,657.0,,,,,,,,0.0,110.0,2025-06-11T14:03:06,3.0,11.51,0.06,0.1,Tarjeta,Ani Amat-Márquez,35.7
114.0,,,,,,,,,,162.0,,,,,,,,0.0,111.0,2025-02-28T12:44:01,4.0,263.02,0.29,0.17,Transferencia,Leonor Luque-Pardo,873.96
868.0,,,,,,,,,,609.0,,,,,,,,0.0,112.0,2024-11-11T02:50:18,7.0,398.39,0.1,0.12,Transferencia,Aránzazu Molina,2811.04
267.0,,,,,,,,,,178.0,,,,,,,,0.0,113.0,2025-03-23T16:06:02,10.0,415.12,0.24,0.08,Cripto,Flavio Pablo Alegre,3407.3
377.0,,,,,,,,,,187.0,,,,,,,,0.0,114.0,2024-12-26T01:38:33,7.0,439.43,0.28,0.18,Transferencia,Adalberto Velasco Cazorla,2613.38
22.0,,,,,,,,,,971.0,,,,,,,,0.0,115.0,2025-05-29T13:05:43,1.0,462.33,0.19,0.14,Tarjeta,Micaela Moliner,426.92
998.0,,,,,,,,,,474.0,,,,,,,,0.0,116.0,2025-10-19T09:43:35,4.0,138.27,0.26,0.06,Cripto,Juanita Rey Acuña,433.84
615.0,,,,,,,,,,267.0,,,,,,,,0.0,117.0,2025-07-19T06:58:39,3.0,53.64,0.11,0.19,Tarjeta,Alexandra Reig Cabezas,170.43
15.0,,,,,,,,,,736.0,,,,,,,,0.0,118.0,2025-04-17T09:18:40,9.0,223.23,0.28,0.12,Cripto,Carla Acedo Luz,1620.11
122.0,,,,,,,,,,230.0,,,,,,,,0.0,119.0,2025-09-07T10:27:49,4.0,103.37,0.26,0.17,Efectivo,María Carmen Viana Gibert,357.99
765.0,,,,,,,,,,507.0,,,,,,,,0.0,120.0,2025-09-15T00:44:51,7.0,73.8,0.26,0.14,Efectivo,Baldomero López,435.8
745.0,,,,,,,,,,694.0,,,,,,,,0.0,121.0,2024-12-11T01:25:12,4.0,214.98,0.12,0.07,Efectivo,Nerea Villalobos-Bernat,809.7
1000.0,,,,,,,,,,269.0,,,,,,,,0.0,122.0,2025-04-26T20:02:35,4.0,312.66,0.27,0.11,Cripto,Dafne Tovar Salas,1013.39
88.0,,,,,,,,,,11.0,,,,,,,,0.0,123.0,2025-04-20T03:03:27,8.0,75.27,0.1,0.15,Transferencia,María Luisa Boada Gascón,623.24
731.0,,,,,,,,,,393.0,,,,,,,,0.0,124.0,2025-01-13T20:15:11,7.0,370.69,0.08,0.06,Tarjeta,Íñigo Luque Montaña,2530.48
54.0,,,,,,,,,,341.0,,,,,,,,0.0,125.0,2025-07-20T18:56:28,4.0,240.76,0.11,0.14,Tarjeta,Evangelina Ribera Vara,977.1
6.0,,,,,,,,,,260.0,,,,,,,,0.0,126.0,2025-10-20T00:11:13,9.0,313.63,0.09,0.11,Efectivo,Eladio de Rojas,2851.18
136.0,,,,,,,,,,992.0,,,,,,,,0.0,127.0,2025-01-28T16:54:11,9.0,30.15,0.05,0.08,Cripto,Ceferino Company-Baquero,278.41
953.0,,,,,,,,,,348.0,,,,,,,,0.0,128.0,2025-07-15T20:27:24,8.0,74.64,0.1,0.13,Transferencia,Apolonia Medina Anguita,607.27
267.0,,,,,,,,,,120.0,,,,,,,,0.0,129.0,2025-01-14T00:07:49,6.0,31.64,0.04,0.18,Efectivo,Guillermo Falcón-Yuste,215.05
766.0,,,,,,,,,,370.0,,,,,,,,0.0,130.0,2025-01-01T04:22:49,7.0,148.63,0.26,0.14,Efectivo,Bonifacio Pedraza Cabello,877.69
530.0,,,,,,,,,,321.0,,,,,,,,0.0,131.0,2025-09-18T05:40:17,7.0,447.41,0.09,0.2,Transferencia,Édgar Acuña Morcillo,3420.0
570.0,,,,,,,,,,874.0,,,,,,,,0.0,132.0,2025-07-05T01:57:50,8.0,36.08,0.04,0.08,Tarjeta,Gregorio de Cortes,299.26
482.0,,,,,,,,,,267.0,,,,,,,,0.0,133.0,2025-07-20T17:27:44,3.0,355.92,0.13,0.2,Cripto,Cleto Mariño-Giralt,1114.74
42.0,,,,,,,,,,453.0,,,,,,,,0.0,134.0,2025-07-18T13:52:15,6.0,494.52,0.17,0.12,Tarjeta,Natividad del Amo,2758.23
867.0,,,,,,,,,,738.0,,,,,,,,0.0,135.0,2025-10-13T06:31:14,3.0,70.59,0.03,0.18,Transferencia,Leoncio Donaire Barco,242.39
855.0,,,,,,,,,,173.0,,,,,,,,0.0,136.0,2025-05-11T12:51:58,9.0,413.06,0.17,0.15,Transferencia,Pilar Izquierdo-Salom,3548.39
598.0,,,,,,,,,,995.0,,,,,,,,0.0,137.0,2024-11-01T16:14:09,1.0,267.75,0.17,0.11,Tarjeta,Artemio Arregui,246.68
253.0,,,,,,,,,,787.0,,,,,,,,0.0,138.0,2025-06-14T11:29:18,8.0,341.69,0.27,0.05,Tarjeta,Vidal Arnaiz-Alberto,2095.24
404.0,,,,,,,,,,383.0,,,,,,,,0.0,139.0,2025-08-04T03:49:34,10.0,465.28,0.03,0.1,Tarjeta,Javier Araujo-Vázquez,4964.54
84.0,,,,,,,,,,472.0,,,,,,,,0.0,140.0,2025-03-03T22:13:41,8.0,232.49,0.29,0.14,Tarjeta,Constanza Plaza Roldan,1505.42
338.0,,,,,,,,,,994.0,,,,,,,,0.0,141.0,2025-02-28T09:56:34,1.0,331.52,0.29,0.1,Transferencia,Sara Aguiló Bonilla,258.92
217.0,,,,,,,,,,884.0,,,,,,,,0.0,142.0,2025-09-13T20:43:53,1.0,402.76,0.08,0.17,Tarjeta,Joaquín Ballester Pozuelo,433.53
561.0,,,,,,,,,,975.0,,,,,,,,0.0,143.0,2025-03-19T17:40:56,10.0,196.88,0.12,0.08,Cripto,Pascual de Colom,1871.15
92.0,,,,,,,,,,22.0,,,,,,,,0.0,144.0,2025-04-22T15:14:18,4.0,89.84,0.23,0.09,Transferencia,Aitana Ferrán Santamaria,301.61
124.0,,,,,,,,,,306.0,,,,,,,,0.0,145.0,2025-04-29T12:43:37,8.0,402.54,0.22,0.19,Transferencia,Mamen Borja Bellido,2989.1
368.0,,,,,,,,,,682.0,,,,,,,,0.0,146.0,2025-09-05T14:48:42,2.0,417.71,0.15,0.12,Cripto,Yolanda Bermejo Meléndez,795.32
488.0,,,,,,,,,,275.0,,,,,,,,0.0,147.0,2024-11-15T14:14:33,10.0,304.17,0.03,0.11,Efectivo,Florencio Mancebo,3275.0
629.0,,,,,,,,,,191.0,,,,,,,,0.0,148.0,2024-12-19T09:25:32,7.0,319.04,0.03,0.13,Cripto,Bibiana Prada Dalmau,2447.9
693.0,,,,,,,,,,230.0,,,,,,,,0.0,149.0,2025-04-20T20:34:22,3.0,466.03,0.16,0.15,Tarjeta,Juana Barco Ojeda,1350.55
298.0,,,,,,,,,,480.0,,,,,,,,0.0,150.0,2025-04-09T22:35:04,7.0,48.8,0.24,0.1,Transferencia,Vicente Barral Cardona,285.58
701.0,,,,,,,,,,925.0,,,,,,,,0.0,151.0,2025-01-14T14:04:30,5.0,422.35,0.16,0.09,Tarjeta,Pepita Pino,1933.52
565.0,,,,,,,,,,79.0,,,,,,,,0.0,152.0,2025-05-29T10:13:07,1.0,261.57,0.15,0.11,Cripto,Íñigo Arrieta-Ríos,246.79
677.0,,,,,,,,,,738.0,,,,,,,,0.0,153.0,2025-05-31T08:54:20,10.0,408.28,0.11,0.14,Tarjeta,Encarnacion Dávila,4142.41
117.0,,,,,,,,,,759.0,,,,,,,,0.0,154.0,2025-03-19T03:00:17,8.0,97.98,0.05,0.11,Tarjeta,Marciano Ramos,826.56
427.0,,,,,,,,,,898.0,,,,,,,,0.0,155.0,2025-02-26T11:26:13,5.0,163.83,0.22,0.16,Cripto,Miguel Ángel Lozano-Cabrera,741.17
639.0,,,,,,,,,,828.0,,,,,,,,0.0,156.0,2025-10-08T07:19:10,5.0,177.25,0.28,0.17,Transferencia,Jesusa de Cantero,746.58
190.0,,,,,,,,,,81.0,,,,,,,,0.0,157.0,2025-05-05T18:19:10,10.0,137.07,0.2,0.12,Tarjeta,Martirio Dalmau,1228.15
6.0,,,,,,,,,,405.0,,,,,,,,0.0,158.0,2025-02-10T00:23:20,2.0,16.52,0.2,0.12,Cripto,Noa Barba,29.6
890.0,,,,,,,,,,674.0,,,,,,,,0.0,159.0,2024-12-01T00:53:45,10.0,365.7,0.09,0.17,Efectivo,Timoteo Toni Rius Tormo,3893.61
708.0,,,,,,,,,,690.0,,,,,,,,0.0,160.0,2025-09-16T15:48:56,7.0,404.27,0.03,0.07,Transferencia,Amando Frutos Campillo,2937.14
115.0,,,,,,,,,,836.0,,,,,,,,0.0,161.0,2024-12-30T11:37:21,1.0,351.06,0.06,0.05,Cripto,Tere Frutos-Chaves,346.5
665.0,,,,,,,,,,149.0,,,,,,,,0.0,162.0,2025-06-08T09:22:20,4.0,223.54,0.19,0.17,Transferencia,Josep Briones Ríos,847.4
89.0,,,,,,,,,,309.0,,,,,,,,0.0,163.0,2025-08-06T23:49:14,8.0,82.6,0.13,0.07,Transferencia,Valeria Castelló Mendizábal,615.14
757.0,,,,,,,,,,720.0,,,,,,,,0.0,164.0,2025-06-26T07:37:02,8.0,482.29,0.14,0.18,Transferencia,Rosa Ramirez-Vila,3915.42
207.0,,,,,,,,,,302.0,,,,,,,,0.0,165.0,2025-03-18T05:45:43,10.0,416.43,0.12,0.1,Tarjeta,Marisol Encarnita Pareja Llano,4031.04
646.0,,,,,,,,,,868.0,,,,,,,,0.0,166.0,2025-02-17T02:14:35,7.0,489.95,0.25,0.16,Efectivo,Armando Mayoral Durán,2983.8
38.0,,,,,,,,,,500.0,,,,,,,,0.0,167.0,2025-08-27T01:56:35,7.0,248.19,0.18,0.14,Cripto,Samu Rios Malo,1624.06
238.0,,,,,,,,,,732.0,,,,,,,,0.0,168.0,2025-05-09T14:04:03,1.0,268.87,0.13,0.1,Tarjeta,Rodolfo Águila Ramos,257.31
275.0,,,,,,,,,,915.0,,,,,,,,0.0,169.0,2025-04-25T14:24:26,7.0,445.68,0.04,0.14,Efectivo,Albert Ojeda Losa,3414.27
460.0,,,,,,,,,,715.0,,,,,,,,0.0,170.0,2025-10-14T07:31:36,7.0,20.2,0.09,0.08,Efectivo,Chuy Bernat Alemany,138.97
449.0,,,,,,,,,,238.0,,,,,,,,0.0,171.0,2025-05-20T14:10:58,9.0,117.65,0.27,0.1,Cripto,Lina Sarabia,850.26
135.0,,,,,,,,,,905.0,,,,,,,,0.0,172.0,2025-01-22T12:21:48,5.0,364.27,0.12,0.11,Efectivo,Juan José Chaves Rey,1779.09
816.0,,,,,,,,,,484.0,,,,,,,,0.0,173.0,2025-05-15T09:31:08,3.0,314.7,0.08,0.16,Cripto,Julie Fuster,1007.54
133.0,,,,,,,,,,178.0,,,,,,,,0.0,174.0,2025-08-01T03:09:32,4.0,86.59,0.15,0.17,Cripto,Daniel Esteban Cueto,344.46
311.0,,,,,,,,,,241.0,,,,,,,,0.0,175.0,2025-06-14T07:45:37,4.0,282.85,0.3,0.1,Efectivo,Blanca Alegre Barrios,871.18
366.0,,,,,,,,,,694.0,,,,,,,,0.0,176.0,2025-09-20T08:44:44,3.0,95.61,0.26,0.13,Tarjeta,Rolando Hernandez Manso,239.85
346.0,,,,,,,,,,441.0,,,,,,,,0.0,177.0,2025-07-24T22:16:00,2.0,312.61,0.04,0.08,Efectivo,Diana Bou Aguilera,648.23
349.0,,,,,,,,,,804.0,,,,,,,,0.0,178.0,2025-01-08T21:11:22,6.0,386.99,0.23,0.13,Transferencia,Ernesto Pina Gras,2020.32
874.0,,,,,,,,,,707.0,,,,,,,,0.0,179.0,2024-12-25T13:02:18,9.0,306.1,0.03,0.06,Cripto,Cesar Paredes-Rocha,2832.59
819.0,,,,,,,,,,469.0,,,,,,,,0.0,180.0,2025-09-18T02:53:16,2.0,487.58,0.23,0.14,Tarjeta,Belen del Lamas,856.0
844.0,,,,,,,,,,576.0,,,,,,,,0.0,181.0,2025-02-21T14:28:17,1.0,258.58,0.05,0.07,Transferencia,Juana Soria-Gras,262.85
933.0,,,,,,,,,,371.0,,,,,,,,0.0,182.0,2025-04-28T01:03:54,3.0,366.89,0.21,0.16,Cripto,Estela Isabel Baeza Mendizábal,1008.65
751.0,,,,,,,,,,892.0,,,,,,,,0.0,183.0,2025-05-03T08:36:56,2.0,85.6,0.11,0.17,Tarjeta,Clemente Peña Sanz,178.27
869.0,,,,,,,,,,207.0,,,,,,,,0.0,184.0,2025-09-09T05:10:56,8.0,485.12,0.23,0.05,Cripto,Anna Giralt Palacios,3137.76
350.0,,,,,,,,,,294.0,,,,,,,,0.0,185.0,2025-06-04T04:34:10,9.0,93.92,0.08,0.16,Cripto,Teodosio Moraleda,902.08
370.0,,,,,,,,,,645.0,,,,,,,,0.0,186.0,2025-02-01T06:54:16,4.0,84.29,0.23,0.11,Transferencia,Martina Márquez Ordóñez,288.17
142.0,,,,,,,,,,822.0,,,,,,,,0.0,187.0,2025-07-30T16:57:13,7.0,212.57,0.12,0.12,Efectivo,Anacleto Llabrés Maldonado,1466.56
967.0,,,,,,,,,,31.0,,,,,,,,0.0,188.0,2025-04-12T01:31:46,8.0,81.34,0.0,0.17,Tarjeta,María Ángeles de Suarez,761.34
87.0,,,,,,,,,,347.0,,,,,,,,0.0,189.0,2025-07-29T16:15:31,6.0,206.81,0.23,0.12,Cripto,Emiliana Amorós Morante,1070.12
778.0,,,,,,,,,,38.0,,,,,,,,0.0,190.0,2025-08-11T23:52:05,3.0,452.23,0.02,0.14,Efectivo,Chucho Xavier Santamaría Castañeda,1515.69
430.0,,,,,,,,,,412.0,,,,,,,,0.0,191.0,2025-08-12T10:54:14,9.0,438.04,0.22,0.1,Efectivo,Gema Goicoechea Mayol,3382.54
9.0,,,,,,,,,,847.0,,,,,,,,0.0,192.0,2025-09-20T18:29:27,5.0,451.1,0.18,0.07,Cripto,Águeda Casares,1978.98
457.0,,,,,,,,,,660.0,,,,,,,,0.0,193.0,2025-03-05T20:01:37,4.0,444.91,0.19,0.14,Cripto,Cayetano Leon Cantero,1643.32
715.0,,,,,,,,,,354.0,,,,,,,,0.0,194.0,2024-11-12T10:30:55,7.0,389.95,0.26,0.06,Efectivo,Lourdes Flavia Palau Cordero,2141.14
400.0,,,,,,,,,,743.0,,,,,,,,0.0,195.0,2024-11-19T11:57:30,3.0,265.03,0.16,0.08,Efectivo,Eutimio Galiano Chico,721.31
534.0,,,,,,,,,,349.0,,,,,,,,0.0,196.0,2024-11-25T11:26:14,3.0,21.48,0.27,0.13,Efectivo,María Peñalver Pedraza,53.16
248.0,,,,,,,,,,853.0,,,,,,,,0.0,197.0,2024-12-02T03:07:44,5.0,365.99,0.3,0.07,Tarjeta,Caridad Ágata López Jordán,1370.63
862.0,,,,,,,,,,382.0,,,,,,,,0.0,198.0,2024-12-01T10:45:55,5.0,317.22,0.11,0.06,Tarjeta,Calisto Becerra Tomé,1496.33
460.0,,,,,,,,,,306.0,,,,,,,,0.0,199.0,2025-08-30T21:15:49,10.0,371.06,0.14,0.2,Transferencia,Ignacia Alemán Padilla,3829.34
359.0,,,,,,,,,,307.0,,,,,,,,0.0,200.0,2025-06-07T17:41:59,5.0,336.79,0.24,0.14,Transferencia,Josué Domingo Mayoral,1458.97
732.0,,,,,,,,,,387.0,,,,,,,,0.0,201.0,2025-03-03T07:43:34,9.0,371.38,0.03,0.13,Transferencia,Anna Briones Font,3663.63
843.0,,,,,,,,,,798.0,,,,,,,,0.0,202.0,2025-01-10T10:39:38,6.0,232.61,0.04,0.11,Cripto,Maximino Luna Vigil,1487.22
84.0,,,,,,,,,,95.0,,,,,,,,0.0,203.0,2025-07-31T06:02:10,1.0,218.19,0.04,0.08,Tarjeta,Ximena Cifuentes Osorio,226.22
379.0,,,,,,,,,,694.0,,,,,,,,0.0,204.0,2025-10-20T09:36:06,9.0,207.35,0.17,0.17,Efectivo,Nacho Ribera Leon,1812.22
599.0,,,,,,,,,,511.0,,,,,,,,0.0,205.0,2025-08-06T17:58:50,7.0,498.29,0.21,0.19,Cripto,Rufino Chamorro Porras,3279.1
844.0,,,,,,,,,,167.0,,,,,,,,0.0,206.0,2025-06-29T03:32:58,3.0,257.84,0.15,0.12,Tarjeta,Maricruz Esteban,736.39
712.0,,,,,,,,,,218.0,,,,,,,,0.0,207.0,2025-07-24T20:29:38,8.0,241.94,0.22,0.19,Efectivo,Martirio Cerezo-Bueno,1796.55
944.0,,,,,,,,,,975.0,,,,,,,,0.0,208.0,2025-07-28T11:53:36,2.0,304.78,0.12,0.07,Efectivo,Reyes Roman Alvarado,573.96
42.0,,,,,,,,,,536.0,,,,,,,,0.0,209.0,2025-03-29T06:22:11,3.0,67.69,0.09,0.11,Efectivo,Severiano de Roman,205.12
498.0,,,,,,,,,,29.0,,,,,,,,0.0,210.0,2025-08-06T07:20:58,3.0,79.65,0.18,0.06,Efectivo,Jennifer Posada,207.7
911.0,,,,,,,,,,291.0,,,,,,,,0.0,211.0,2024-11-05T06:58:46,4.0,99.71,0.22,0.05,Efectivo,Rosendo Mariscal Valdés,326.65
70.0,,,,,,,,,,892.0,,,,,,,,0.0,212.0,2025-06-08T10:07:49,1.0,214.61,0.17,0.13,Efectivo,Coral Sans Pozuelo,201.28
801.0,,,,,,,,,,387.0,,,,,,,,0.0,213.0,2025-07-03T05:45:55,8.0,418.89,0.25,0.07,Transferencia,Tomasa del Téllez,2689.27
517.0,,,,,,,,,,652.0,,,,,,,,0.0,214.0,2025-02-23T04:23:26,8.0,383.22,0.2,0.07,Efectivo,Luis Valenciano Barros,2624.29
92.0,,,,,,,,,,820.0,,,,,,,,0.0,215.0,2025-02-18T10:44:42,10.0,335.61,0.12,0.08,Cripto,Luciana Morera,3189.64
348.0,,,,,,,,,,554.0,,,,,,,,0.0,216.0,2025-09-25T22:51:16,1.0,479.46,0.27,0.16,Tarjeta,Ramón del Rincón,406.01
887.0,,,,,,,,,,170.0,,,,,,,,0.0,217.0,2025-05-21T00:14:43,1.0,290.28,0.24,0.16,Tarjeta,Lucho Patiño Castillo,255.91
660.0,,,,,,,,,,573.0,,,,,,,,0.0,218.0,2025-02-28T03:58:16,2.0,104.29,0.19,0.14,Tarjeta,Martina Vaquero Gaya,192.6
981.0,,,,,,,,,,584.0,,,,,,,,0.0,219.0,2025-03-20T18:35:30,9.0,102.8,0.14,0.18,Tarjeta,Clementina Ballester Coca,938.89
675.0,,,,,,,,,,959.0,,,,,,,,0.0,220.0,2025-01-10T18:10:31,9.0,98.07,0.01,0.17,Transferencia,Cosme Jimenez Urrutia,1022.35
850.0,,,,,,,,,,723.0,,,,,,,,0.0,221.0,2025-09-28T12:27:20,10.0,227.67,0.24,0.14,Cripto,Jafet Blanca,1972.53
604.0,,,,,,,,,,47.0,,,,,,,,0.0,222.0,2025-10-26T00:34:17,8.0,432.37,0.01,0.12,Cripto,Armida Jaume Mínguez,3835.29
25.0,,,,,,,,,,881.0,,,,,,,,0.0,223.0,2025-10-19T22:10:00,9.0,165.52,0.08,0.07,Tarjeta,Tere Benavides Castilla,1466.44
555.0,,,,,,,,,,173.0,,,,,,,,0.0,224.0,2025-01-08T03:09:59,5.0,80.58,0.08,0.06,Efectivo,Edelmiro Valverde Tomé,392.91
976.0,,,,,,,,,,418.0,,,,,,,,0.0,225.0,2025-07-12T11:26:22,3.0,38.87,0.29,0.08,Tarjeta,Daniel Pinilla Menéndez,89.42
306.0,,,,,,,,,,400.0,,,,,,,,0.0,226.0,2025-03-29T11:47:22,2.0,166.82,0.12,0.1,Cripto,Montserrat Viña Saura,322.96
965.0,,,,,,,,,,848.0,,,,,,,,0.0,227.0,2024-12-12T02:48:33,2.0,35.42,0.07,0.14,Transferencia,Marc Ibarra,75.1
505.0,,,,,,,,,,521.0,,,,,,,,0.0,228.0,2025-02-11T21:38:16,9.0,198.67,0.03,0.06,Cripto,Fabricio Ortiz Roman,1838.45
567.0,,,,,,,,,,417.0,,,,,,,,0.0,229.0,2025-01-05T08:58:30,2.0,247.24,0.12,0.09,Tarjeta,Francisco Jose Dueñas,474.31
276.0,,,,,,,,,,568.0,,,,,,,,0.0,230.0,2025-01-31T02:43:01,10.0,340.8,0.07,0.13,Transferencia,Candelas Ibarra Fuente,3581.47
312.0,,,,,,,,,,582.0,,,,,,,,0.0,231.0,2024-11-15T08:52:43,7.0,228.53,0.25,0.13,Transferencia,Emelina Cordero Rey,1355.75
383.0,,,,,,,,,,554.0,,,,,,,,0.0,232.0,2025-10-08T18:50:15,3.0,393.19,0.16,0.11,Cripto,Toño Folch Cuevas,1099.83
43.0,,,,,,,,,,2.0,,,,,,,,0.0,233.0,2025-05-10T21:23:19,8.0,480.95,0.19,0.15,Transferencia,Victor Segura Ojeda,3584.04
